date,Open,High,Low,Close,Volume
2026-01-29,252.42996109084683,258.2250528791134,250.89907593591252,256.6414568884842,66790965.655752085
2026-01-30,253.29596263767831,258.47611633882457,251.48193790412347,256.6141260596106,63642736.52923384
2026-02-02,253.8165286962429,258.49282909067756,251.85036362196678,256.48343407137503,61528490.999245815
2026-02-03,253.5904019177298,258.4457456816632,251.8491942595946,256.66189963414746,62028335.74896562
2026-02-04,254.50890603938805,258.7026445724346,252.48476926069344,256.6406905446348,58283567.33016475
2026-02-05,254.24550081622974,258.77236378584956,252.12464057032975,256.6082520682604,60778498.53489799
2026-02-06,254.3431054992776,258.80665694137446,252.24740894816745,256.6688655229244,61801714.49789125
2026-02-09,254.79176094790253,258.950902178427,252.7365155133892,256.85791883553736,58944506.586097404
2026-02-10,255.0207267048008,258.98030465727237,253.00119829249172,256.92586196415203,57092086.162079535
2026-02-11,255.99719512834523,259.2219999249347,253.79097634869785,256.9870325122764,53153998.99121932
2026-02-12,255.41461139228093,259.2008970735519,253.24161604234462,256.9932498063222,55020238.693015814
2026-02-13,254.98010735244765,259.0323139832684,252.8567187386377,256.8716718222888,56608800.44066135
2026-02-16,255.50944398966925,259.0210712499801,253.2116341445865,256.69031676423367,54309681.77503412
2026-02-17,255.7490427415399,258.83649483486977,253.47707522574555,256.5364935462869,52208792.15272391
2026-02-18,255.28883571202246,258.8430336540862,253.26710171830445,256.79094296916685,54670843.91044568
2026-02-19,254.56483686817884,258.6118214394361,252.34366344320907,256.35219918267876,58070516.87331448
2026-02-20,254.369753890958,258.22881363091284,251.9544847535124,255.7749616041157,58241339.14328894
2026-02-23,254.2468109782537,257.9188674198449,251.74526678979203,255.3799312114782,57180577.015939325
2026-02-24,254.1446205645625,257.53642072657544,251.76256481865744,255.12163520481198,54884819.54745913
2026-02-25,253.87037240475158,257.3595358006057,251.61189768159443,255.06860699943843,55652981.32388463
2026-02-26,254.258037270215,257.3395767927878,251.7376895908255,254.7884065916284,54480974.297513485
2026-02-27,253.49317663913087,256.94177125874063,251.0546658865244,254.4691469072318,56020618.8456722
2026-03-02,253.96353895388552,256.98907563456135,251.57159401004083,254.56827480235742,53407145.46460758
2026-03-03,253.91455223146565,257.17144421506265,251.57712977155086,254.8032626515202,54182211.80256962
2026-03-04,253.70969968412118,257.2109686748245,251.4962330350084,254.9654017981665,55094483.28573554
2026-03-05,254.2504591187666,257.3397909649177,251.80076043088116,254.85996133671878,52990618.10140415
2026-03-06,254.71422045776782,257.3645508108739,252.10746055373372,254.7306670089013,51776125.76762835
2026-03-09,253.9699693287152,257.2450814786185,251.7504816100289,254.9959358321446,54486274.18018291
2026-03-10,254.93832792999692,257.65541125231323,252.54877508971427,255.24030159894875,51854102.219529584
2026-03-11,254.6143967004862,257.791820864769,252.22358713535064,255.3706140308716,54282341.559272446
2026-03-12,255.82834276021367,258.36669800886193,253.26687416642733,255.7798119574599,52976065.79172637
2026-03-13,255.55084832443995,258.5984105054275,253.27136724096977,256.29120932635993,53925597.273533925
