Open,High,Low,Close,Volume,scenario_id
265.7465732269363,271.16547320364344,260.3276732502291,265.7465732269363,1078450,1
256.07592736048963,278.780629457045,255.51706114405005,278.17353689009497,1056964,1
278.37546198123187,298.1424720754519,235.7496394058471,253.76941203060315,1116154,1
256.3686351680675,309.89145907374603,186.60888674580556,235.8474415001396,1108980,1
232.910167600697,248.2869172926946,225.52164373583798,240.6527774538087,1151050,1
240.3932429161653,256.9704391931326,232.9084119425626,249.2110586541811,1006949,1
246.50059820061384,252.6759823198407,234.67076911015644,240.70085690743124,1190953,1
240.8837381271715,251.9468128068096,230.30618483600483,241.34883637881896,1093890,1
241.13092217012363,242.5711088340346,240.7041570266498,242.14255325703996,1017750,1
242.7499489523086,250.6127716412658,232.29119954975678,240.06712385570233,1042769,1
240.2648219692363,241.8066004569203,235.75779827396727,237.2804259029613,1059209,1
234.69409040037786,239.1309986668518,234.49510040269794,238.92841851085373,1015345,1
239.73974414097216,243.12003772514575,234.20389082962112,237.55335668636974,1000352,1
236.55278894533188,239.9725582629971,232.73719274409325,236.15115577728739,1015645,1
236.38789049442778,238.9950057183453,234.8044015464658,237.4047054433296,1012816,1
237.6302030299744,251.05577171375685,229.99019161207448,243.2355438612207,1124753,1
241.58185164149987,253.24422817226784,237.99819328769638,249.54248075331213,1013603,1
247.83929760542782,252.84958018945204,243.9145775612867,248.90793743689838,1077679,1
248.48475026634983,255.6815819298616,244.38206121549896,251.52863580742772,1034684,1
251.68412321218477,257.9310518106684,243.31430852874485,249.50720490193228,1012791,1
251.10745839312813,255.0012303112828,244.99985545999502,248.8587581394737,1037953,1
248.94659570539707,254.8881497133438,237.8055562833121,243.61998114535373,1013420,1
243.79209192843732,244.28745836891204,239.31430848110148,239.80156648635904,1033431,1
238.8335510520685,239.62286284793947,238.03739578029368,238.8266848844319,1004135,1
238.50262279620472,251.35897981145516,227.53798892007407,240.31120054826195,1014455,1
241.30588221745106,249.96139040735807,233.11466784720054,241.75493285287973,1032717,1
241.53023040217803,249.85399221116998,238.81662069973643,247.07805232598153,1003836,1
247.7344694904591,249.6039539201136,233.70747413561898,235.48451645777953,1032722,1
235.6303588323942,253.2559329848106,220.38825387264123,237.8690170439967,1000327,1
237.3379870602624,252.85929828515077,221.5349569388873,237.0365552785571,1040445,1
236.0639634557823,239.7990708176333,230.44771031145183,234.15257484604928,1012527,1
233.29170500245803,238.17270535114488,229.81922331550655,234.67956574575143,1042259,1
233.85101011638753,242.22344297207482,228.60297913012928,236.90683388634505,1017988,1
234.52463729563866,248.20683738030044,217.4867364981482,230.96103555999477,1045953,1
233.6509622396768,240.37431001135283,228.11686653555432,234.81269822903238,1012694,1
236.46366211103492,240.24677677601903,225.766600984157,229.43730293333826,1064554,1
229.94436395183374,239.88011304916392,222.1520843307843,232.01757705843013,1017818,1
233.04201837556076,236.3467840585967,226.84155694354806,230.1046681024371,1035633,1
228.99725065113356,239.69683287972546,223.67427792081546,234.25172154212936,1120567,1
233.91930487211053,235.72036125391742,231.0318316497622,232.82445828510714,1006837,1
232.43233067163064,234.3883286653664,218.64811605847305,220.5037307820125,1082629,1
222.22076166021242,268.95942775875625,216.92051587481419,262.69384776055654,1057883,1
276.7818854491852,301.1424440131827,262.2954784396356,286.16494002536524,1016220,1
288.28522317729096,302.14772165939246,275.70493492870816,289.51381950785185,1118120,1
286.27448712378884,288.3916128058781,282.5009496718881,284.60573419244565,1139035,1
282.381159847734,301.1808440265223,273.7570967330061,292.2552220689852,1023730,1
292.51882060763796,297.13037456653177,291.59732183065705,296.19728780687603,1173402,1
294.08597630454204,299.4679787698941,292.23672989998494,297.596656803044,1039821,1
296.5680331161086,303.5823818969087,287.6230823344926,294.590662876713,1027291,1
293.5793948487635,306.0324091915249,280.8575190473172,293.2986236731919,1098412,1
293.5683667875386,305.6501895817646,283.24786520293077,295.2698710040821,1016296,1
297.4985106391316,304.0984827940379,288.4876527731809,295.03292620514253,1032119,1
293.3202279361481,296.647116597163,286.4111020998513,289.6968942851012,1019924,1
286.6020790576802,297.28857608562043,285.1265098362493,295.7658273566737,1022145,1
294.4847405444739,299.9626670272793,291.9599338202467,297.4127565422724,1029773,1
296.9684241937193,301.9752844198715,293.104604212625,298.09678349342124,1000270,1
297.8346145101808,299.72533866601714,295.981762274217,297.8722522825523,1049725,1
298.96550991977523,301.05350961470674,294.5115320087342,296.58289129938004,1038277,1
296.7973082268484,304.7630071391836,290.3233899886305,298.2572439210573,1014480,1
299.1780929074296,303.85096681536777,296.82540527541823,301.4801759782854,1008067,1
301.9091145467959,318.147553456509,287.2253239492138,303.391657230856,1002647,1
301.66290285832804,307.94436342469766,298.98938032046846,305.2391460161966,1031286,1
303.80893905846307,304.1516154587645,302.07238953214306,302.41349196036236,1090573,1
303.02215193281165,304.9110031047537,294.17989624213,296.02513235641806,1039508,1
297.41542577331444,310.27694675365314,281.7667413502616,294.5022856334252,1004823,1
295.83708095369366,311.17731411846796,277.23628610032034,292.398200767238,1017315,1
293.93613557490676,294.4588193521528,292.53785538822075,293.0589793868137,1008491,1
293.78983133420513,298.7025233902745,286.1025415269354,290.9680483181369,1001955,1
292.0648533446033,297.10295316758794,282.76358642534393,287.7268560761249,1035480,1
287.60458489127353,291.07107795740626,284.90647064815977,288.3658222931046,1043159,1
287.3202104926677,294.7459403614687,284.9695948236908,292.3541412460328,1081660,1
293.12736128831506,303.55591319014763,280.948042190174,291.3120095731883,1030035,1
293.4135944856655,298.75407464734803,288.6408841821192,293.9722767331085,1060647,1
291.28582526233987,298.91039504124836,278.3893602366809,285.87222602042283,1030899,1
285.22892227653193,295.43077328691976,274.061532800092,284.2275681377531,1001382,1
284.3498580393511,291.8568367485854,278.29908540128645,285.7757226755512,1036440,1
281.4988618642306,295.72813072358514,274.2381825147227,288.2922305182168,1002343,1
288.18166531715167,289.06450702883865,283.0259983363737,283.8957100660894,1001909,1
283.64187159248416,288.66400271383066,275.62310038903075,280.5912169621246,1065533,1
280.3094361859535,299.52263442598604,262.0183418377184,281.1750556192219,1000689,1
281.4074734213079,284.83874194903564,279.2093451662,282.63105605310636,1010767,1
280.51609588439845,282.9540226183532,280.3935690059871,282.8304848359052,1006481,1
283.33965229801123,290.4960669295011,276.22370477218857,283.37912798949804,1024338,1
284.4508081648676,287.73912971917633,282.1225722633333,285.4030992945359,1002951,1
284.71157033702383,291.34864289250606,279.2179890282361,285.83341530313385,1001335,1
285.6400086216676,291.46211620339426,275.78148885150773,281.5196117206126,1000824,1
280.1671318457929,290.44902734437255,264.4180712077913,274.4916825430805,1063176,1
275.82714651884754,279.9910612609971,270.002879743763,274.14134546117015,1072760,1
273.61820783787164,280.6800101489609,267.44722354214,274.4893781179426,1048536,1
275.0686563901004,280.49781475418,272.2233656968664,277.6260703521143,1011960,1
275.81956008234283,276.835194305165,274.1651145649133,275.17838783670214,1035867,1
277.9465544178205,282.1790823177456,268.456310748388,272.60753690076507,1011529,1
271.5392324933116,272.3733236030844,269.1682790450706,269.9976348062389,1057987,1
